"野村日本株高配当SMART50 日次指数値"
※  2008年1月31日 = 10000
,円ベース,
年月日,配当除く,配当含む
20080131,10000.00,10000.00
20080201,9934.32,9934.32
20080204,10095.82,10095.82
20080205,10080.86,10080.86
20080206,9620.31,9620.31
20080207,9733.27,9733.27
20080208,9575.05,9575.05
20080212,9554.12,9554.12
20080213,9567.57,9567.57
20080214,9895.50,9895.50
20080215,9933.75,9933.75
20080218,9937.95,9937.95
20080219,10021.96,10021.96
20080220,9741.29,9741.29
20080221,9979.86,9979.86
20080222,9894.40,9894.40
20080225,10076.14,10076.14
20080226,10007.97,10010.07
20080227,10116.46,10118.58
20080228,10059.86,10061.97
20080229,9909.13,9911.21
20080303,9526.16,9528.16
20080304,9475.08,9477.07
20080305,9484.23,9486.22
20080306,9628.61,9630.63
20080307,9354.42,9356.39
20080310,9158.55,9160.47
20080311,9230.56,9232.50
20080312,9345.61,9347.57
20080313,9122.17,9124.08
20080314,8954.85,8956.73
20080317,8614.24,8616.05
20080318,8679.79,8681.61
20080319,8908.28,8910.15
20080321,9090.45,9092.36
20080324,9178.44,9180.37
20080325,9300.99,9302.94
20080326,9235.98,9371.04
20080327,9253.71,9389.04
20080328,9351.28,9488.03
20080331,9075.51,9208.23
20080401,9182.61,9316.89
20080402,9542.50,9682.05
20080403,9652.47,9793.63
20080404,9563.34,9703.20
20080407,9617.66,9758.31
20080408,9523.57,9662.84
20080409,9386.45,9523.72
20080410,9245.14,9380.35
20080411,9424.12,9561.94
20080414,9179.42,9313.66
20080415,9256.86,9392.24
20080416,9361.91,9498.82
20080417,9519.19,9658.40
20080418,9634.70,9775.60
20080421,9805.22,9948.62
20080422,9693.29,9835.05
20080423,9721.76,9863.94
20080424,9668.35,9809.74
20080425,9886.47,10031.05
20080428,9988.09,10134.15
20080430,9897.27,10042.00
20080501,9813.65,9957.17
20080502,10063.93,10211.11
20080507,10231.33,10380.96
20080508,10096.14,10243.79
20080509,9806.42,9949.83
20080512,9805.33,9948.72
20080513,9903.86,10048.70
20080514,10080.12,10227.53
20080515,10258.91,10408.94
20080516,10334.50,10485.64
20080519,10363.98,10515.55
20080520,10348.56,10499.89
20080521,10135.96,10284.19
20080522,10226.16,10375.71
20080523,10197.40,10346.53
20080526,9960.26,10105.92
20080527,10132.14,10282.93
20080528,9974.29,10122.74
20080529,10187.56,10339.18
20080530,10390.95,10545.60
20080602,10407.90,10562.79
20080603,10250.47,10403.02
20080604,10402.25,10557.06
20080605,10417.48,10572.52
20080606,10459.63,10615.30
20080609,10241.09,10393.51
20080610,10154.99,10306.12
20080611,10176.72,10328.18
20080612,9930.45,10078.24
20080613,9921.32,10068.98
20080616,10151.17,10302.25
20080617,10166.84,10318.16
20080618,10233.35,10385.65
20080619,9977.12,10125.60
20080620,9882.84,10029.93
20080623,9836.38,9982.77
20080624,9800.87,9946.73
20080625,9778.36,9933.14
20080626,9774.65,9929.37
20080627,9588.80,9740.58
20080630,9628.31,9780.72
20080701,9673.22,9826.34
20080702,9550.95,9702.13
20080703,9533.65,9684.56
20080704,9533.42,9684.32
20080707,9639.06,9791.64
20080708,9446.44,9595.97
20080709,9483.36,9633.47
20080710,9525.63,9676.41
20080711,9468.11,9617.98
20080714,9399.47,9548.25
20080715,9208.43,9354.19
20080716,9184.77,9330.16
20080717,9262.15,9408.76
20080718,9192.58,9338.09
20080722,9418.17,9567.25
20080723,9540.46,9691.48
20080724,9754.05,9908.45
20080725,9567.47,9718.91
20080728,9601.71,9756.02
20080729,9441.24,9592.98
20080730,9641.65,9796.60
20080731,9689.33,9845.05
20080801,9521.63,9674.66
20080804,9395.48,9546.47
20080805,9414.28,9565.58
20080806,9624.67,9779.35
20080807,9518.31,9671.28
20080808,9547.09,9700.52
20080811,9672.29,9827.74
20080812,9632.94,9787.75
20080813,9494.69,9647.28
20080814,9449.37,9601.23
20080815,9493.94,9646.52
20080818,9581.82,9735.81
20080819,9386.27,9537.12
20080820,9349.08,9499.33
20080821,9291.88,9441.21
20080822,9234.02,9382.42
20080825,9377.25,9527.95
20080826,9287.59,9441.24
20080827,9301.47,9455.36
20080828,9305.91,9459.86
20080829,9519.05,9676.54
20080901,9332.89,9487.29
20080902,9170.56,9322.28
20080903,9282.55,9436.12
20080904,9200.98,9353.20
20080905,9040.41,9189.97
20080908,9235.78,9388.57
20080909,9114.50,9265.29
20080910,9205.54,9357.83
20080911,9030.19,9179.59
20080912,9083.32,9233.59
20080916,8735.67,8880.19
20080917,8772.33,8917.45
20080918,8606.95,8749.34
20080919,8807.78,8953.50
20080922,8983.21,9131.83
20080924,9025.59,9174.91
20080925,8897.22,9151.12
20080926,8911.85,9166.17
20080929,8761.49,9011.52
20080930,8463.63,8705.16
20081001,8556.45,8800.63
20081002,8477.57,8719.50
20081003,8276.02,8512.19
20081006,7972.02,8199.52
20081007,7728.08,7948.62
20081008,7128.88,7332.32
20081009,7038.17,7239.02
20081010,6392.70,6575.13
20081014,7205.76,7411.39
20081015,7234.21,7440.65
20081016,6577.98,6765.70
20081017,6849.09,7044.54
20081020,7132.17,7335.70
20081021,7355.87,7565.79
20081022,6936.31,7134.26
20081023,6871.19,7067.28
20081024,6458.96,6643.28
20081027,6098.14,6272.17
20081028,6394.91,6577.40
20081029,6851.99,7047.53
20081030,7437.97,7650.22
20081031,6995.38,7195.01
20081104,7286.71,7494.65
20081105,7793.98,8016.40
20081106,7280.35,7488.11
20081107,6961.85,7160.52
20081110,7301.30,7509.66
20081111,7092.57,7294.98
20081112,6906.12,7103.20
20081113,6578.59,6766.33
20081114,6689.36,6880.25
20081117,6715.31,6906.94
20081118,6610.06,6798.70
20081119,6532.25,6718.66
20081120,6103.76,6277.94
20081121,6300.77,6480.57
20081125,6467.28,6653.69
20081126,6352.86,6535.97
20081127,6508.58,6696.18
20081128,6632.27,6823.43
20081201,6583.51,6773.27
20081202,6214.16,6393.28
20081203,6289.13,6470.40
20081204,6241.97,6421.89
20081205,6215.97,6395.14
20081208,6460.30,6646.50
20081209,6550.72,6739.53
20081210,6743.33,6937.70
20081211,6915.47,7114.80
20081212,6567.83,6757.14
20081215,6871.77,7069.83
20081216,6714.26,6907.79
20081217,6731.26,6925.27
20081218,6707.20,6900.53
20081219,6638.70,6830.05
20081222,6742.79,6937.14
20081224,6574.27,6763.76
20081225,6673.21,6881.86
20081226,6740.67,6951.44
20081229,6795.19,7007.67
20081230,6840.38,7054.26
20090105,7023.57,7243.19
20090106,7074.87,7296.09
20090107,7261.62,7488.67
20090108,6989.92,7208.48
20090109,6947.14,7164.36
20090113,6615.87,6822.73
20090114,6637.04,6844.57
20090115,6431.74,6632.85
20090116,6608.64,6815.28
20090119,6610.67,6817.37
20090120,6526.15,6730.21
20090121,6378.27,6577.71
20090122,6403.12,6603.34
20090123,6222.57,6417.13
20090126,6186.72,6380.17
20090127,6506.59,6710.45
20090128,6551.29,6756.55
20090129,6664.44,6873.24
20090130,6395.21,6595.58
20090202,6295.58,6492.82
20090203,6359.71,6558.97
20090204,6612.16,6819.32
20090205,6680.97,6890.30
20090206,6713.50,6923.84
20090209,6649.34,6857.68
20090210,6564.05,6769.71
20090212,6381.03,6580.96
20090213,6373.53,6573.22
20090216,6344.71,6543.50
20090217,6186.32,6380.14
20090218,6150.35,6343.04
20090219,6164.09,6357.22
20090220,6063.83,6253.82
20090223,5997.19,6185.09
20090224,5930.55,6116.36
20090225,6130.75,6322.84
20090226,6106.27,6297.59
20090227,6216.99,6411.78
20090302,5987.43,6175.02
20090303,5934.31,6120.24
20090304,6010.67,6199.00
20090305,6167.79,6361.03
20090306,5938.86,6124.93
20090309,5895.11,6079.81
20090310,5826.56,6009.11
20090311,6077.45,6267.86
20090312,5909.37,6094.52
20090313,6161.97,6355.04
20090316,6333.43,6531.86
20090317,6525.38,6729.83
20090318,6599.21,6805.97
20090319,6536.53,6741.33
20090323,6857.28,7072.13
20090324,7109.35,7332.09
20090325,7128.96,7352.32
20090326,7189.91,7504.22
20090327,7178.31,7492.12
20090330,6761.70,7057.29
20090331,6608.21,6897.09
20090401,6830.81,7129.42
20090402,7200.63,7515.41
20090403,7356.70,7678.31
20090406,7463.39,7789.65
20090407,7419.09,7743.42
20090408,7187.54,7501.74
20090409,7556.92,7887.28
20090410,7709.22,8046.23
20090413,7858.06,8201.58
20090414,7769.83,8109.49
20090415,7658.48,7993.28
20090416,7629.17,7962.69
20090417,7911.01,8256.84
20090420,8049.56,8401.45
20090421,7788.52,8129.00
20090422,7779.23,8119.30
20090423,7833.13,8175.56
20090424,7719.53,8056.99
20090427,7713.44,8050.64
20090428,7351.36,7672.73
20090430,7632.25,7965.90
20090501,7681.67,8017.48
20090507,8044.06,8395.71
20090508,8163.79,8520.67
20090511,8294.45,8657.05
20090512,8153.19,8509.61
20090513,8220.11,8579.45
20090514,8039.63,8391.09
20090515,8191.46,8549.55
20090518,8030.42,8381.47
20090519,8230.53,8590.33
20090520,8290.46,8652.88
20090521,8231.94,8591.81
20090522,8167.69,8524.75
20090525,8242.69,8603.02
20090526,8235.53,8598.09
20090527,8305.53,8671.18
20090528,8267.95,8631.94
20090529,8272.92,8637.13
20090601,8433.35,8804.63
20090602,8408.68,8778.87
20090603,8392.63,8762.11
20090604,8307.84,8673.59
20090605,8351.00,8718.65
20090608,8431.51,8802.71
20090609,8369.70,8738.18
20090610,8566.21,8943.34
20090611,8599.04,8977.62
20090612,8710.81,9094.30
20090615,8698.54,9081.49
20090616,8411.25,8781.56
20090617,8491.50,8865.34
20090618,8399.44,8769.23
20090619,8479.83,8853.16
20090622,8510.63,8885.31
20090623,8316.38,8682.51
20090624,8326.98,8693.57
20090625,8438.30,8816.50
20090626,8474.53,8854.35
20090629,8357.83,8732.42
20090630,8481.01,8861.12
20090701,8453.65,8832.53
20090702,8379.30,8754.85
20090703,8337.16,8710.82
20090706,8274.93,8645.81
20090707,8239.04,8608.31
20090708,8076.27,8438.24
20090709,7935.14,8290.79
20090710,7910.91,8265.47
20090713,7716.92,8062.79
20090714,7844.90,8196.50
20090715,7812.56,8162.71
20090716,7872.48,8225.32
20090717,7942.69,8298.68
20090721,8111.85,8475.42
20090722,8188.51,8555.51
20090723,8214.67,8582.85
20090724,8286.30,8657.69
20090727,8371.52,8746.73
20090728,8391.80,8767.91
20090729,8373.55,8748.84
20090730,8361.89,8736.66
20090731,8483.40,8863.62
20090803,8452.21,8831.03
20090804,8528.94,8911.20
20090805,8501.92,8882.97
20090806,8528.93,8911.19
20090807,8558.60,8942.19
20090810,8613.59,8999.64
20090811,8653.34,9041.18
20090812,8535.16,8917.70
20090813,8579.36,8963.88
20090814,8602.38,8987.93
20090817,8427.75,8805.48
20090818,8454.32,8833.24
20090819,8400.49,8776.99
20090820,8531.74,8914.12
20090821,8454.42,8833.34
20090824,8643.85,9031.26
20090825,8608.99,8994.84
20090826,8677.10,9073.05
20090827,8589.66,8981.63
20090828,8653.78,9048.67
20090831,8671.48,9067.18
20090901,8705.04,9102.26
20090902,8559.73,8950.33
20090903,8500.45,8888.34
20090904,8461.79,8847.92
20090907,8491.14,8878.61
20090908,8501.44,8889.38
20090909,8460.03,8846.07
20090910,8611.66,9004.63
20090911,8557.12,8947.60
20090914,8470.22,8856.73
20090915,8445.39,8830.77
20090916,8436.68,8821.66
20090917,8520.16,8908.96
20090918,8507.87,8896.10
20090924,8590.24,8982.23
20090925,8337.09,8819.51
20090928,8271.77,8750.41
20090929,8272.59,8751.28
20090930,8334.03,8816.27
20091001,8262.62,8740.73
20091002,8104.36,8573.32
20091005,8100.97,8569.73
20091006,8029.17,8493.77
20091007,8015.55,8479.36
20091008,8007.59,8470.95
20091009,8045.63,8511.18
20091013,8039.24,8504.42
20091014,8029.08,8493.68
20091015,8123.50,8593.56
20091016,8117.38,8587.09
20091019,8108.83,8578.04
20091020,8159.59,8631.74
20091021,8127.93,8598.25
20091022,8083.59,8551.35
20091023,8024.84,8489.19
20091026,8064.79,8531.45
20091027,7938.07,8397.40
20091028,7916.89,8374.99
20091029,7872.01,8327.52
20091030,7964.11,8424.95
20091102,7914.83,8372.81
20091104,7944.71,8404.42
20091105,7870.52,8325.94
20091106,7863.54,8318.56
20091109,7770.25,8219.87
20091110,7767.42,8216.88
20091111,7765.61,8214.97
20091112,7710.26,8156.41
20091113,7706.06,8151.97
20091116,7677.32,8121.56
20091117,7667.76,8111.45
20091118,7624.44,8065.62
20091119,7559.12,7996.52
20091120,7571.60,8009.72
20091124,7514.58,7949.40
20091125,7528.77,7964.41
20091126,7493.33,7929.06
20091127,7367.48,7795.89
20091130,7573.98,8014.40
20091201,7695.98,8143.48
20091202,7683.96,8130.77
20091203,7877.33,8335.38
20091204,7875.60,8333.56
20091207,7941.81,8403.62
20091208,7945.00,8406.99
20091209,7861.36,8318.48
20091210,7800.97,8254.58
20091211,7874.73,8332.64
20091214,7828.47,8283.68
20091215,7812.09,8266.35
20091216,7935.33,8396.75
20091217,7940.23,8401.94
20091218,7944.08,8406.01
20091221,7940.80,8402.54
20091222,8018.72,8484.99
20091224,8096.52,8567.31
20091225,8052.10,8520.31
20091228,8118.55,8608.32
20091229,8128.78,8619.16
20091230,8041.16,8526.25
20100104,8099.15,8587.74
20100105,8191.98,8686.18
20100106,8304.58,8805.57
20100107,8313.01,8814.50
20100108,8341.29,8844.49
20100112,8403.02,8909.95
20100113,8344.63,8848.03
20100114,8405.57,8912.65
20100115,8440.30,8949.48
20100118,8386.67,8892.61
20100119,8353.02,8856.93
20100120,8360.32,8864.67
20100121,8401.62,8908.46
20100122,8287.51,8787.46
20100125,8264.93,8763.52
20100126,8170.88,8663.80
20100127,8144.97,8636.33
20100128,8191.98,8686.17
20100129,8052.42,8538.19
20100201,8093.16,8581.39
20100202,8173.77,8666.86
20100203,8237.71,8734.66
20100204,8271.63,8770.63
20100205,8080.68,8568.16
20100208,8029.45,8513.84
20100209,7950.12,8429.72
20100210,7935.57,8414.30
20100212,8025.19,8509.32
20100215,7967.08,8447.70
20100216,7992.75,8474.92
20100217,8134.33,8625.04
20100218,8136.89,8627.76
20100219,8023.07,8507.08
20100222,8191.20,8685.34
20100223,8165.18,8657.76
20100224,8071.57,8563.84
20100225,8047.43,8538.23
20100226,8070.12,8562.31
20100301,8124.42,8619.91
20100302,8150.58,8647.67
20100303,8159.27,8656.89
20100304,8103.33,8597.54
20100305,8181.97,8680.97
20100308,8294.20,8800.05
20100309,8250.33,8753.50
20100310,8227.95,8729.76
20100311,8299.59,8805.77
20100312,8355.09,8864.65
20100315,8366.62,8876.88
20100316,8361.55,8871.51
20100317,8444.06,8959.04
20100318,8414.05,8927.21
20100319,8483.35,9000.74
20100323,8430.45,8944.60
20100324,8465.72,8982.03
20100325,8471.88,8988.57
20100326,8583.13,9106.60
20100329,8485.89,9131.98
20100330,8592.26,9246.44
20100331,8602.68,9257.66
20100401,8684.61,9345.83
20100402,8764.49,9431.78
20100405,8796.95,9466.72
20100406,8794.01,9463.55
20100407,8833.18,9505.70
20100408,8774.81,9442.89
20100409,8768.64,9436.25
20100412,8845.50,9518.96
20100413,8822.96,9494.71
20100414,8844.06,9517.41
20100415,8914.57,9593.30
20100416,8840.83,9513.94
20100419,8691.39,9353.12
20100420,8726.97,9391.40
20100421,8836.15,9508.90
20100422,8763.77,9431.01
20100423,8748.32,9414.39
20100426,8879.82,9555.89
20100427,8833.72,9506.29
20100428,8646.89,9305.23
20100430,8766.52,9433.97
20100506,8573.86,9226.65
20100507,8366.24,9003.21
20100510,8447.69,9090.87
20100511,8395.95,9035.18
20100512,8410.67,9051.03
20100513,8461.64,9105.88
20100514,8370.97,9008.31
20100517,8304.62,8936.91
20100518,8296.65,8928.33
20100519,8264.98,8894.24
20100520,8179.34,8802.08
20100521,7977.82,8585.22
20100524,7991.92,8600.40
20100525,7876.15,8475.81
20100526,7853.59,8451.53
20100527,7870.54,8472.69
20100528,7918.97,8524.82
20100531,7973.66,8583.69
20100601,8003.89,8616.24
20100602,7948.68,8556.80
20100603,8081.48,8699.76
20100604,8045.58,8661.12
20100607,7846.35,8446.64
20100608,7854.43,8455.34
20100609,7802.66,8399.62
20100610,7850.70,8451.33
20100611,7918.05,8523.83
20100614,8001.60,8613.77
20100615,7992.06,8603.50
20100616,8091.57,8710.63
20100617,8101.44,8721.25
20100618,8103.42,8723.38
20100621,8221.10,8850.07
20100622,8145.94,8769.16
20100623,8045.60,8661.14
20100624,8055.63,8671.93
20100625,8008.10,8620.77
20100628,7968.08,8587.44
20100629,7913.98,8529.14
20100630,7843.73,8453.42
20100701,7770.33,8374.32
20100702,7806.82,8413.65
20100705,7860.25,8471.23
20100706,7916.90,8532.28
20100707,7908.10,8522.79
20100708,8027.01,8650.95
20100709,8014.02,8636.95
20100712,7920.10,8535.73
20100713,7927.52,8543.73
20100714,8034.12,8658.61
20100715,7928.20,8544.46
20100716,7800.91,8407.28
20100720,7769.53,8373.46
20100721,7761.41,8364.70
20100722,7735.99,8337.31
20100723,7810.28,8417.37
20100726,7854.57,8465.11
20100727,7874.54,8486.63
20100728,8013.05,8635.91
20100729,7952.48,8570.63
20100730,7850.66,8460.89
20100802,7866.75,8478.24
20100803,7975.70,8595.66
20100804,7867.04,8478.55
20100805,7982.99,8603.51
20100806,8022.00,8645.55
20100809,8014.43,8637.39
20100810,8000.57,8622.46
20100811,7826.49,8434.84
20100812,7779.93,8384.67
20100813,7836.52,8445.65
20100816,7826.76,8435.13
20100817,7825.39,8433.66
20100818,7904.50,8518.92
20100819,7952.34,8570.48
20100820,7824.29,8432.47
20100823,7811.18,8418.35
20100824,7789.47,8394.94
20100825,7688.41,8286.03
20100826,7700.07,8298.59
20100827,7745.38,8355.16
20100830,7831.90,8448.49
20100831,7619.13,8218.98
20100901,7700.46,8306.70
20100902,7763.43,8374.63
20100903,7791.09,8404.46
20100906,7914.93,8538.05
20100907,7881.57,8502.07
20100908,7779.52,8391.99
20100909,7829.70,8446.12
20100910,7901.42,8523.49
20100913,7925.22,8549.16
20100914,7915.37,8538.53
20100915,8006.90,8637.27
20100916,7950.73,8576.67
20100917,8022.84,8654.47
20100921,8024.19,8655.92
20100922,8034.34,8666.87
20100924,7954.18,8580.40
20100927,8041.10,8674.16
20100928,7923.38,8658.72
20100929,7951.85,8689.83
20100930,7794.25,8517.61
20101001,7819.55,8545.25
20101004,7749.03,8468.19
20101005,7845.30,8573.40
20101006,7932.48,8668.66
20101007,7938.88,8675.66
20101008,7888.20,8620.28
20101012,7758.24,8478.25
20101013,7739.92,8458.23
20101014,7858.73,8588.07
20101015,7777.85,8499.69
20101018,7832.05,8558.91
20101019,7851.26,8579.90
20101020,7749.36,8468.55
20101021,7719.47,8435.88
20101022,7745.21,8464.01
20101025,7723.85,8440.68
20101026,7696.04,8410.28
20101027,7662.47,8373.59
20101028,7653.70,8364.01
20101029,7640.68,8349.78
20101101,7590.57,8295.02
20101102,7572.66,8275.45
20101104,7693.99,8408.04
20101105,7818.55,8544.16
20101108,7903.80,8637.32
20101109,7901.77,8635.11
20101110,7996.11,8738.20
20101111,8009.39,8752.71
20101112,7942.85,8679.99
20101115,7976.69,8716.98
20101116,7933.62,8669.90
20101117,7953.10,8691.20
20101118,8125.38,8879.46
20101119,8122.65,8876.48
20101122,8137.62,8892.84
20101124,8073.77,8823.07
20101125,8066.92,8815.58
20101126,8067.07,8818.29
20101129,8121.04,8877.29
20101130,8009.28,8755.13
20101201,8048.12,8797.59
20101202,8135.39,8892.98
20101203,8164.62,8924.93
20101206,8163.95,8924.20
20101207,8157.38,8917.01
20101208,8243.98,9011.68
20101209,8277.19,9047.98
20101210,8259.22,9028.35
20101213,8306.16,9079.66
20101214,8344.27,9121.31
20101215,8343.18,9120.12
20101216,8361.20,9139.82
20101217,8350.43,9128.05
20101220,8324.59,9099.80
20101221,8398.74,9180.86
20101222,8415.09,9198.73
20101224,8404.81,9187.49
20101227,8432.06,9217.28
20101228,8398.14,9194.44
20101229,8450.59,9251.86
20101230,8373.47,9167.43
20110104,8459.83,9261.97
20110105,8451.02,9252.33
20110106,8534.90,9344.17
20110107,8534.49,9343.72
20110111,8518.86,9326.61
20110112,8541.58,9351.48
20110113,8636.66,9455.57
20110114,8564.35,9376.40
20110117,8538.43,9348.03
20110118,8549.69,9360.35
20110119,8585.80,9399.89
20110120,8528.56,9337.22
20110121,8451.36,9252.70
20110124,8487.89,9292.70
20110125,8579.99,9393.53
20110126,8520.67,9328.58
20110127,8560.52,9372.22
20110128,8470.87,9274.06
20110131,8415.70,9213.66
20110201,8483.82,9288.24
20110202,8578.58,9391.99
20110203,8580.02,9393.56
20110204,8631.49,9449.91
20110207,8663.89,9485.39
20110208,8698.40,9523.17
20110209,8711.81,9537.85
20110210,8755.05,9585.19
20110214,8831.31,9668.68
20110215,8828.08,9665.14
20110216,8839.43,9677.57
20110217,8946.44,9794.73
20110218,8969.84,9820.35
20110221,9004.81,9858.64
20110222,8890.38,9733.36
20110223,8799.37,9633.72
20110224,8705.10,9535.13
20110225,8734.73,9567.58
20110228,8779.30,9616.40
20110301,8873.96,9720.09
20110302,8742.99,9576.62
20110303,8784.55,9622.14
20110304,8845.90,9689.35
20110307,8761.46,9596.85
20110308,8730.06,9562.46
20110309,8812.77,9653.06
20110310,8729.75,9562.12
20110311,8618.71,9440.50
20110314,8124.84,8899.53
20110315,7366.82,8069.24
20110316,7778.77,8520.46
20110317,7798.76,8542.36
20110318,7928.69,8684.69
20110322,8239.51,9025.14
20110323,8182.37,8962.55
20110324,8157.90,8935.75
20110325,8179.57,8959.48
20110328,8163.54,8941.93
20110329,8024.56,8933.93
20110330,8070.97,8985.60
20110331,8082.68,8998.63
20110401,8044.58,8956.21
20110404,8040.00,8951.12
20110405,7953.59,8854.91
20110406,7900.94,8796.30
20110407,7921.93,8819.66
20110408,8001.05,8907.75
20110411,8046.18,8958.00
20110412,7943.91,8844.13
20110413,7962.50,8864.83
20110414,7941.26,8841.19
20110415,7891.52,8785.81
20110418,7865.25,8756.56
20110419,7807.00,8691.71
20110420,7842.80,8731.56
20110421,7870.08,8761.93
20110422,7818.46,8704.46
20110425,7798.32,8682.04
20110426,7767.50,8647.74
20110427,7823.04,8709.57
20110428,7902.76,8798.32
20110502,7995.95,8902.07
20110506,7954.65,8856.09
20110509,7936.14,8835.48
20110510,7961.24,8863.43
20110511,7964.27,8866.80
20110512,7887.26,8781.06
20110513,7779.05,8660.59
20110516,7676.81,8546.76
20110517,7656.32,8523.95
20110518,7724.14,8599.46
20110519,7681.27,8551.73
20110520,7625.08,8489.17
20110523,7583.56,8442.95
20110524,7584.71,8444.23
20110525,7597.19,8458.12
20110526,7677.74,8547.81
20110527,7665.64,8547.09
20110530,7646.65,8525.93
20110531,7780.57,8675.24
20110601,7785.33,8680.55
20110602,7699.09,8584.39
20110603,7636.76,8514.90
20110606,7563.48,8433.18
20110607,7595.08,8468.42
20110608,7597.12,8470.70
20110609,7574.17,8445.11
20110610,7622.22,8498.69
20110613,7567.99,8438.22
20110614,7679.75,8562.83
20110615,7676.55,8559.27
20110616,7556.53,8425.44
20110617,7515.03,8379.17
20110620,7557.59,8426.62
20110621,7634.51,8512.39
20110622,7729.00,8617.74
20110623,7680.37,8563.52
20110624,7731.74,8620.79
20110627,7666.25,8547.77
20110628,7715.35,8613.24
20110629,7833.02,8744.60
20110630,7880.57,8797.68
20110701,7892.82,8811.36
20110704,7980.26,8908.97
20110705,8011.07,8943.38
20110706,8047.35,8983.88
20110707,8005.73,8937.41
20110708,8033.68,8968.61
20110711,8005.25,8936.88
20110712,7918.26,8839.75
20110713,7934.36,8857.74
20110714,7890.99,8809.31
20110715,7921.53,8843.41
20110719,7882.96,8800.35
20110720,7941.06,8865.22
20110721,7959.08,8885.33
20110722,8027.23,8961.41
20110725,7975.12,8903.23
20110726,7994.90,8925.32
20110727,7933.53,8856.81
20110728,7846.03,8759.13
20110729,7785.58,8691.64
20110801,7837.85,8749.99
20110802,7795.16,8702.33
20110803,7661.29,8552.88
20110804,7666.01,8558.16
20110805,7473.77,8343.54
20110808,7318.66,8170.38
20110809,7201.57,8039.67
20110810,7302.86,8152.74
20110811,7309.26,8159.89
20110812,7326.68,8179.33
20110815,7381.09,8240.08
20110816,7378.30,8236.96
20110817,7367.63,8225.05
20110818,7341.43,8195.80
20110819,7242.29,8085.13
20110822,7208.63,8047.55
20110823,7269.98,8116.03
20110824,7194.13,8031.36
20110825,7206.20,8044.83
20110826,7232.88,8074.61
20110829,7248.87,8096.54
20110830,7296.61,8149.86
20110831,7369.85,8231.66
20110901,7404.13,8269.95
20110902,7355.48,8215.62
20110905,7294.81,8147.85
20110906,7211.32,8054.60
20110907,7283.58,8135.31
20110908,7342.12,8200.69
20110909,7355.59,8215.74
20110912,7250.17,8097.99
20110913,7301.91,8155.78
20110914,7229.21,8074.58
20110915,7301.34,8155.14
20110916,7385.58,8249.24
20110920,7304.20,8158.34
20110921,7355.07,8215.16
20110922,7286.83,8138.94
20110926,7151.92,7988.26
20110927,7315.00,8170.41
20110928,7264.27,8250.23
20110929,7287.55,8276.67
20110930,7293.82,8283.79
20111003,7172.84,8146.39
20111004,7075.99,8036.40
20111005,6996.47,7946.09
20111006,7073.72,8033.82
20111007,7105.57,8069.99
20111011,7199.48,8176.64
20111012,7194.85,8171.39
20111013,7193.84,8170.25
20111014,7117.96,8084.07
20111017,7225.82,8206.56
20111018,7126.56,8093.83
20111019,7137.37,8106.10
20111020,7139.44,8108.46
20111021,7107.84,8072.56
20111024,7182.38,8157.22
20111025,7105.21,8069.58
20111026,7077.83,8038.49
20111027,7229.94,8211.24
20111028,7305.94,8297.55
20111031,7217.41,8197.01
20111101,7125.04,8092.10
20111102,7005.18,7955.97
20111104,7114.04,8079.61
20111107,7106.66,8071.23
20111108,7013.62,7965.57
20111109,7121.31,8087.87
20111110,6958.45,7902.90
20111111,6935.96,7877.36
20111114,6993.59,7942.81
20111115,6941.75,7883.93
20111116,6882.13,7816.83
20111117,6929.51,7870.65
20111118,6863.26,7795.39
20111121,6855.59,7786.68
20111122,6872.37,7805.74
20111124,6749.80,7666.52
20111125,6755.92,7673.47
20111128,6818.88,7744.99
20111129,6951.97,7896.15
20111130,6967.36,7913.64
20111201,7071.80,8032.26
20111202,7123.64,8091.14
20111205,7156.73,8128.72
20111206,7063.50,8022.83
20111207,7162.92,8135.76
20111208,7115.12,8081.46
20111209,7071.00,8031.35
20111212,7142.49,8112.55
20111213,7117.96,8084.69
20111214,7107.49,8072.79
20111215,7000.30,7951.05
20111216,6989.56,7938.85
20111219,6940.41,7883.02
20111220,6941.81,7884.61
20111221,7001.67,7952.61
20111222,6993.21,7942.99
20111226,7031.35,7986.32
20111227,7022.90,7976.72
20111228,7005.67,7969.97
20111229,7025.86,7992.94
20111230,7083.14,8058.10
20120104,7181.34,8169.82
20120105,7117.41,8097.09
20120106,7055.89,8027.10
20120110,7065.18,8037.66
20120111,7072.39,8045.87
20120112,7008.31,7972.97
20120113,7062.26,8034.35
20120116,6940.06,7895.33
20120117,7001.81,7965.57
20120118,7047.50,8017.56
20120119,7101.90,8079.45
20120120,7213.35,8206.23
20120123,7212.46,8205.22
20120124,7250.94,8249.00
20120125,7315.69,8322.66
20120126,7295.84,8300.07
20120127,7305.33,8310.88
20120130,7268.92,8269.45
20120131,7238.53,8234.88
20120201,7244.90,8242.13
20120202,7276.10,8277.62
20120203,7264.28,8264.17
20120206,7309.78,8315.93
20120207,7356.09,8368.62
20120208,7415.35,8436.04
20120209,7450.91,8476.49
20120210,7425.38,8447.45
20120213,7448.80,8474.10
20120214,7494.31,8525.86
20120215,7619.21,8667.95
20120216,7593.05,8640.86
20120217,7640.58,8694.94
20120220,7728.90,8795.46
20120221,7710.93,8775.00
20120222,7777.30,8850.53
