"Russell/Nomura “ú–{Š”ƒCƒ“ƒfƒbƒNƒX ŒŸw”’l (”z“–ŠÜ‚Ş), ‰~ƒx[ƒX"
¦ Prime:1996”N12Œ––=1000ASmall CoreAMicro:1999”N12Œ––=100A‚»‚êˆÈŠOF1979”N12Œ––=100
DATE,Total Market,Total Market Value,Total Market Growth,Large,Large Value,Large Growth,Top,Top Value,Top Growth,Mid,Mid Value,Mid Growth,Mid-Small,Mid-Small Value,Mid-Small Growth,Small,Small Value,Small Growth,Small Core,Small Core Value,Small Core Growth,Micro,Micro Value,Micro Growth,Prime,Prime Value,Prime Growth
198912,659.83,1016.21,413.29,643.17,986.16,405.90,572.79,883.73,373.06,751.29,1093.62,457.87,747.94,1088.38,467.20,741.67,1078.31,485.23,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan
199001,630.05,966.77,396.09,608.87,932.00,384.95,536.50,831.16,347.65,721.36,1041.22,443.07,727.48,1050.23,456.90,741.64,1076.47,485.70,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan
199002,593.86,903.04,376.66,568.47,863.55,362.37,496.98,765.59,324.29,680.42,973.34,421.34,696.41,996.32,440.60,733.26,1062.93,480.61,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan
199003,516.99,790.94,325.96,489.78,751.23,308.98,424.35,669.22,268.87,593.01,840.66,370.19,616.49,874.56,392.67,670.51,972.75,439.26,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan
199004,514.99,790.38,323.68,494.57,758.60,311.99,433.00,682.80,274.39,590.90,835.62,369.67,601.54,854.23,382.85,625.98,908.01,410.12,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan
199005,568.69,870.44,358.40,544.07,833.08,343.86,475.39,744.88,303.71,651.70,927.06,405.58,667.66,950.72,424.01,704.32,1019.06,462.17,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan
199006,551.09,834.78,350.85,519.63,790.13,330.89,446.25,699.01,285.21,636.07,893.40,400.30,664.63,933.36,426.70,730.22,1048.79,481.32,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan
199007,534.48,802.25,343.27,498.05,752.94,319.12,417.86,651.36,268.71,626.97,879.27,395.10,662.91,925.79,427.42,745.23,1059.76,494.17,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan
199008,466.62,710.91,295.41,437.61,671.80,275.80,373.30,592.85,234.39,540.08,762.40,338.41,568.39,798.42,364.85,633.14,902.00,419.39,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan
199009,373.32,580.59,231.54,351.58,548.40,217.69,303.23,487.20,187.46,428.11,616.23,263.63,449.18,647.86,282.37,497.37,738.70,321.04,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan
199010,440.81,666.68,281.06,414.66,629.49,264.51,354.41,551.78,228.26,510.58,721.45,319.64,534.82,754.71,342.09,590.24,850.04,388.42,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan
199011,385.89,594.54,241.62,365.60,564.29,229.06,318.11,499.61,202.63,440.32,637.29,269.79,458.67,662.52,288.00,500.53,734.59,325.55,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan
199012,401.70,623.17,249.79,385.37,596.59,240.64,341.95,532.80,220.01,452.52,665.10,273.33,464.32,681.61,287.70,491.28,728.92,317.32,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan
199101,392.97,611.27,243.69,380.78,589.39,237.82,341.13,531.09,219.72,441.32,648.25,266.72,446.63,657.70,276.31,458.08,683.31,294.84,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan
199102,456.46,714.76,281.14,437.98,684.60,270.57,385.33,609.61,243.30,520.19,766.54,313.41,532.09,784.61,328.80,557.69,833.56,358.47,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan
199103,460.51,711.20,287.65,437.87,675.06,274.68,381.00,596.64,243.63,527.60,764.23,323.18,546.26,794.27,341.62,586.38,875.57,377.16,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan
199104,456.67,703.35,286.02,432.96,666.29,272.13,376.24,588.61,240.89,522.55,754.82,320.92,543.67,787.59,341.07,588.92,875.82,379.81,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan
199105,455.26,699.26,285.92,431.90,662.59,272.39,374.43,581.83,241.71,522.85,757.20,320.33,542.79,787.61,340.05,585.49,869.45,377.95,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan
199106,423.18,646.34,267.25,399.36,610.59,252.80,345.35,539.06,221.72,485.03,692.37,301.18,507.82,726.27,321.96,556.64,817.50,361.93,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan
199107,431.74,664.28,270.68,410.95,631.53,258.70,360.35,561.43,231.88,490.23,708.84,300.79,508.37,736.36,318.96,547.18,810.32,353.86,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan
199108,399.39,617.73,249.09,383.67,591.11,240.86,339.86,526.82,220.04,451.59,661.01,273.88,462.38,678.32,287.01,485.45,724.83,312.25,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan
199109,426.17,660.19,265.38,408.10,630.09,255.60,355.52,553.93,228.75,490.99,718.86,297.69,502.04,737.35,311.33,525.69,787.00,337.54,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan
199110,433.61,670.40,270.54,414.33,637.33,260.56,361.71,558.50,235.29,497.12,730.47,300.37,510.81,754.19,315.35,540.07,817.89,344.11,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan
199111,395.47,611.01,246.92,379.95,582.62,239.75,333.06,508.22,219.68,453.46,672.13,271.66,462.07,688.47,283.02,480.49,732.31,304.81,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan
199112,393.61,610.54,244.78,378.81,582.24,238.42,331.45,507.34,217.84,453.16,672.72,271.07,459.93,688.62,280.50,474.40,731.30,298.60,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan
199201,378.43,589.38,234.40,363.73,562.71,227.41,317.13,495.01,203.99,437.13,641.46,264.29,444.03,659.44,272.66,458.92,701.73,290.83,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan
199202,363.92,564.45,226.33,348.04,535.96,218.64,300.92,468.94,193.92,422.79,615.66,257.41,431.94,638.22,266.42,451.66,691.28,286.00,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan
199203,334.29,522.36,206.38,320.14,496.79,199.54,277.27,436.16,176.80,388.05,567.91,235.19,395.72,587.78,242.96,412.26,634.51,259.83,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan
199204,315.55,496.71,193.39,304.30,476.66,187.83,269.55,434.00,167.27,358.19,516.15,220.12,364.05,533.91,226.03,376.69,575.60,238.86,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan
199205,329.36,514.65,203.35,315.99,490.95,196.70,275.19,437.79,173.21,380.32,548.73,233.46,387.46,568.64,240.41,402.82,615.39,255.47,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan
199206,297.66,464.18,184.15,285.59,442.91,178.11,249.59,398.89,156.25,342.18,487.72,212.30,349.11,507.65,218.34,364.01,554.42,231.45,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan
199207,289.56,454.43,178.01,280.58,436.91,174.26,247.98,391.72,157.36,331.26,484.39,200.93,333.31,495.40,204.53,337.73,521.26,212.35,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan
199208,323.12,503.40,200.08,314.76,486.25,197.09,278.31,431.75,180.25,371.39,546.88,223.83,370.00,551.64,226.42,367.02,562.79,232.04,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan
199209,306.81,479.94,189.22,297.99,462.26,185.80,262.57,408.07,169.72,353.22,524.32,211.31,353.38,530.54,214.90,353.72,545.14,222.68,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan
199210,298.23,467.60,183.50,289.86,450.60,180.34,256.31,399.73,165.03,341.99,507.46,204.66,342.19,514.12,207.95,342.62,529.73,215.10,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan
199211,306.95,480.14,189.32,299.18,463.99,186.58,265.32,412.04,171.63,351.61,521.78,210.40,350.36,525.84,213.12,347.67,535.37,219.03,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan
199212,304.09,474.93,187.84,295.72,457.58,184.86,263.53,408.66,170.75,345.28,510.29,207.40,346.28,518.71,211.00,348.42,538.49,218.82,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan
199301,301.97,470.74,186.87,294.28,454.57,184.26,262.99,406.15,171.06,342.26,506.63,205.27,342.24,513.55,208.14,342.19,528.12,215.25,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan
199302,298.53,462.91,185.70,290.35,445.36,183.01,259.99,395.69,171.37,336.78,500.11,201.36,338.35,509.21,205.16,341.77,528.39,214.56,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan
199303,338.04,529.19,208.33,328.85,509.26,205.41,297.22,458.06,193.69,376.47,562.47,223.73,379.65,575.59,228.45,386.59,603.32,240.09,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan
199304,383.82,606.70,234.29,373.56,584.10,231.19,339.01,528.04,218.75,425.19,640.67,250.55,429.18,656.62,255.80,437.88,690.33,268.74,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan
199305,384.44,607.39,234.77,368.69,574.52,228.93,329.02,506.83,214.51,429.64,651.18,251.68,442.83,682.16,262.01,471.54,747.64,287.45,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan
199306,367.43,579.28,224.86,353.63,549.45,220.19,315.96,482.20,207.75,411.41,626.98,239.64,421.39,651.93,248.18,443.13,704.62,269.19,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan
199307,383.78,604.13,235.23,370.85,575.85,231.05,332.95,507.53,219.16,428.56,653.50,249.48,436.55,674.64,257.41,453.92,719.28,276.90,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan
199308,391.83,617.99,239.70,378.98,589.98,235.54,340.61,521.47,223.31,437.31,667.02,254.51,444.88,687.52,262.33,461.34,730.78,281.55,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan
199309,379.08,594.62,233.16,365.73,566.86,228.25,326.69,500.54,214.04,425.62,641.73,250.64,433.89,662.84,259.02,451.87,707.54,279.51,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan
199310,376.85,592.97,231.07,367.69,572.46,228.50,334.62,517.05,217.54,416.88,628.79,245.40,419.28,640.69,250.22,424.49,665.94,262.00,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan
199311,321.83,504.32,198.14,315.97,490.83,196.79,289.84,448.88,188.03,354.17,529.85,210.19,353.09,534.55,212.78,350.76,544.53,219.10,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan
199312,337.10,531.97,206.10,330.87,518.02,204.52,304.65,478.37,195.08,368.82,551.48,219.01,368.54,558.32,221.93,367.92,572.85,229.07,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan
199401,382.50,607.81,232.32,374.22,589.88,229.88,346.07,544.59,221.21,414.41,628.20,242.61,417.70,640.15,248.23,424.95,664.70,262.98,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan
199402,383.73,611.40,232.46,374.79,592.61,229.59,346.79,548.29,220.80,414.72,629.30,242.53,419.52,643.44,249.07,430.15,672.48,266.38,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan
199403,370.56,594.49,222.98,359.36,571.56,218.94,328.85,524.83,207.72,404.25,613.07,236.54,412.63,634.22,244.39,431.15,677.65,265.12,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan
199404,378.65,614.37,225.30,366.75,590.23,220.98,335.00,542.09,209.09,413.65,632.93,239.78,422.92,655.73,247.99,443.40,702.56,269.70,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan
199405,396.42,652.41,232.47,384.97,629.60,228.39,352.44,582.01,216.03,432.75,669.35,247.94,440.63,689.77,255.51,458.02,731.68,275.50,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan
199406,395.81,652.06,231.87,382.19,624.54,226.92,348.39,574.21,213.92,432.36,668.78,247.70,444.30,697.15,256.92,470.65,755.39,281.25,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan
199407,387.26,637.98,226.86,373.90,611.00,222.00,338.72,556.68,208.52,426.79,662.11,243.73,437.36,687.40,252.41,460.69,739.32,275.33,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan
199408,389.00,644.27,226.61,376.81,619.64,222.35,342.95,569.43,209.16,427.24,663.96,243.51,435.97,686.67,250.98,455.26,733.27,270.70,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan
199409,375.37,623.13,218.14,364.76,601.61,214.60,332.42,555.27,201.62,412.79,640.92,235.51,418.86,659.42,241.26,432.24,697.50,256.34,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan
199410,376.78,630.51,217.11,366.84,610.14,214.02,335.55,566.54,201.48,412.93,644.81,234.11,418.09,662.37,239.00,429.52,698.56,251.90,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan
199411,361.12,602.28,208.84,353.04,585.26,206.65,323.12,543.26,194.78,397.06,618.77,225.61,398.87,630.62,228.59,402.86,654.89,236.44,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan
199412,369.35,615.17,213.90,360.03,595.28,211.30,329.51,550.36,199.88,404.92,632.75,229.39,409.15,648.80,233.64,418.49,681.70,244.87,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan
199501,343.74,577.57,197.39,333.22,555.53,194.04,302.64,505.49,183.57,379.00,604.01,210.61,385.85,621.56,217.12,400.21,658.45,231.75,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan
199502,317.34,531.83,182.69,308.80,512.69,180.52,282.36,470.17,171.76,347.77,551.33,194.27,352.59,567.02,198.75,362.68,599.99,208.80,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan
199503,311.33,520.30,179.71,304.85,504.23,178.85,280.64,465.10,171.45,339.92,537.77,190.27,341.47,548.93,192.55,344.72,572.40,197.67,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan
199504,314.08,524.50,181.42,308.14,509.06,180.98,284.63,469.23,174.72,341.83,543.46,190.41,342.62,552.95,192.43,344.26,572.88,196.94,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan
199505,294.88,492.45,170.33,290.78,480.37,170.79,269.67,443.79,165.79,320.64,511.15,178.12,318.70,515.51,178.58,314.65,524.68,179.61,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan
199506,285.03,474.01,165.30,281.74,463.55,166.12,262.93,432.72,161.64,307.70,485.81,172.58,305.26,489.95,172.41,300.17,498.65,172.04,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan
199507,315.32,526.55,182.15,311.52,515.83,182.57,290.90,485.56,176.56,339.88,533.90,191.57,337.68,538.76,191.85,333.07,548.98,192.49,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan
199508,340.61,569.32,196.58,335.85,557.70,196.30,312.52,528.51,187.37,368.41,571.34,210.20,366.85,578.56,210.81,363.59,593.72,212.19,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan
199509,343.95,571.12,199.77,340.34,562.03,199.98,318.37,538.82,190.74,370.32,565.43,214.37,367.04,570.63,213.84,360.19,581.55,212.66,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan
199510,339.37,560.02,198.26,335.58,550.50,198.40,312.83,527.80,187.97,367.11,553.77,214.86,363.73,560.16,213.80,356.67,573.59,211.43,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan
199511,353.22,588.49,204.50,349.12,578.26,204.56,326.80,555.32,195.04,379.48,580.21,219.41,377.12,587.86,219.16,372.17,603.93,218.61,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan
199512,374.70,628.05,215.68,369.57,615.59,215.39,346.52,591.25,205.99,400.67,617.54,229.95,400.24,628.95,230.81,399.34,652.95,232.75,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan
199601,384.94,650.57,219.71,378.28,634.51,218.97,353.69,609.01,208.62,411.90,637.06,235.40,413.95,654.65,236.86,418.15,691.98,240.00,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan
199602,373.75,631.82,213.28,367.58,617.15,212.57,342.14,589.87,201.59,403.03,623.04,230.47,403.46,637.26,231.22,404.33,667.44,232.81,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan
199603,391.69,665.11,222.49,385.39,649.63,222.00,358.51,619.23,210.89,422.92,658.16,239.91,422.87,672.46,240.34,422.78,702.78,241.25,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan
199604,410.46,698.87,232.49,401.73,678.21,231.05,372.24,642.58,219.07,443.47,692.45,250.54,447.29,714.14,252.95,455.13,760.11,258.12,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan
199605,402.64,687.32,227.45,393.42,665.80,225.73,363.72,630.11,213.39,435.79,680.76,246.08,440.50,704.05,248.78,450.16,753.44,254.57,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan
199606,411.33,704.33,231.59,402.54,684.11,229.99,374.31,652.56,218.39,442.02,692.46,248.72,446.69,715.10,251.76,456.27,763.11,258.27,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan
199607,382.56,654.25,215.68,375.79,638.18,214.86,348.75,608.65,203.28,413.88,646.10,233.89,414.70,661.94,234.60,416.40,695.49,236.12,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan
199608,372.44,634.84,210.71,365.61,618.18,209.96,340.81,592.04,199.47,399.96,622.47,226.86,402.20,640.96,227.98,406.78,680.12,230.36,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan
199609,392.09,670.89,220.94,386.83,657.24,221.07,362.53,633.69,211.02,419.69,655.99,236.82,418.92,669.90,236.44,417.34,699.33,235.64,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan
199610,373.71,638.71,210.84,368.66,625.28,211.05,344.87,601.08,201.26,401.11,626.55,226.51,400.08,639.83,225.79,397.99,667.91,224.28,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan
199611,377.08,646.69,211.97,374.80,638.53,213.60,355.54,626.69,205.41,398.95,622.16,225.73,394.59,630.94,222.73,385.70,649.51,216.35,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan
199612,358.51,610.79,202.93,359.07,607.97,205.92,343.81,606.69,198.43,376.47,578.64,216.76,368.19,582.12,210.76,351.30,589.50,197.99,   nan,   nan,   nan,   nan,   nan,   nan,1000.00,1000.00,1000.00
199701,339.91,582.97,191.22,340.75,582.23,193.82,325.68,589.24,184.39,358.32,543.84,209.33,349.44,546.93,202.36,331.42,553.48,187.82,   nan,   nan,   nan,   nan,   nan,   nan,948.63,955.61,942.32
199702,342.60,584.05,193.81,344.71,584.56,197.41,330.17,590.58,188.60,361.22,547.28,211.44,349.92,547.73,202.63,327.20,548.64,184.57,   nan,   nan,   nan,   nan,   nan,   nan,957.44,958.50,956.49
199703,340.49,581.00,192.46,344.87,585.61,197.26,332.19,596.85,189.10,358.01,541.75,209.86,342.95,536.89,198.55,312.92,526.50,175.81,   nan,   nan,   nan,   nan,   nan,   nan,953.65,955.87,951.64
199704,357.90,602.21,204.90,364.60,610.82,211.05,353.56,628.21,203.00,374.24,557.98,223.00,355.24,548.34,208.95,317.53,527.75,180.93,   nan,   nan,   nan,   nan,   nan,   nan,1005.18,993.39,1015.81
199705,369.14,621.11,211.34,374.18,627.19,216.49,360.15,643.28,205.96,388.93,575.14,233.83,371.78,569.52,220.50,337.61,557.49,193.77,   nan,   nan,   nan,   nan,   nan,   nan,1035.02,1022.85,1046.01
199706,382.13,645.39,218.03,388.91,655.58,223.91,376.55,676.59,214.34,400.25,595.92,238.87,380.42,584.80,224.77,341.05,561.07,196.56,   nan,   nan,   nan,   nan,   nan,   nan,1072.91,1065.25,1079.83
199707,381.59,623.41,224.19,391.95,637.52,232.62,383.07,664.91,223.80,396.93,570.80,245.69,371.49,555.21,226.15,321.17,521.88,187.61,   nan,   nan,   nan,   nan,   nan,   nan,1075.59,1031.74,1115.17
199708,350.63,576.74,204.80,360.83,590.84,212.98,352.23,610.03,206.11,366.20,536.77,222.24,341.06,518.01,204.17,291.42,477.90,168.54,   nan,   nan,   nan,   nan,   nan,   nan,987.90,954.51,1018.04
199709,341.85,544.40,205.16,356.66,564.53,216.35,355.00,588.37,214.22,349.65,505.98,215.03,318.74,478.27,193.25,257.88,418.96,150.66,   nan,   nan,   nan,   nan,   nan,   nan,968.51,905.18,1025.65
199710,319.13,516.37,189.02,329.86,530.51,197.58,320.64,539.59,191.49,337.18,492.07,205.57,310.34,469.36,186.61,257.44,420.79,149.44,   nan,   nan,   nan,   nan,   nan,   nan,901.07,855.89,941.84
199711,311.91,487.10,190.12,326.34,505.42,201.29,324.81,522.38,199.91,319.92,458.46,198.72,289.73,431.38,177.07,230.30,373.40,134.84,   nan,   nan,   nan,   nan,   nan,   nan,885.20,810.51,952.52
199712,295.01,452.71,182.26,311.72,474.45,194.76,318.68,506.03,197.73,290.45,410.82,182.75,260.37,383.42,160.89,201.21,324.74,118.38,   nan,   nan,   nan,   nan,   nan,   nan,839.54,755.15,915.57
199801,317.02,508.52,188.05,330.60,524.18,199.89,327.86,536.06,200.19,328.13,476.58,197.20,298.90,451.50,175.52,241.18,395.55,134.99,   nan,   nan,   nan,   nan,   nan,   nan,898.04,843.73,942.92
199802,317.73,520.22,184.74,329.38,532.36,195.95,322.59,535.38,195.30,335.00,492.92,196.58,307.45,470.24,175.80,252.91,418.27,137.72,   nan,   nan,   nan,   nan,   nan,   nan,897.89,861.18,924.93
199803,316.13,516.41,184.22,328.97,531.75,195.68,324.21,544.07,195.02,330.57,483.20,196.36,301.64,458.70,174.63,244.47,403.63,133.86,   nan,   nan,   nan,   nan,   nan,   nan,895.13,856.76,923.84
199804,310.34,497.18,184.30,324.02,514.01,195.81,323.10,534.11,196.05,318.08,459.02,193.34,289.79,435.01,172.35,233.91,381.35,133.36,   nan,   nan,   nan,   nan,   nan,   nan,879.79,825.78,924.46
199805,310.95,498.13,184.66,324.56,515.13,196.06,321.89,532.20,195.29,322.12,463.05,197.14,292.77,437.72,175.55,234.84,381.60,135.29,   nan,   nan,   nan,   nan,   nan,   nan,881.71,827.60,926.45
199806,314.44,507.11,185.54,328.28,524.97,197.06,326.90,544.51,197.49,323.18,469.77,193.92,294.24,443.87,173.23,237.09,386.57,135.16,   nan,   nan,   nan,   nan,   nan,   nan,891.77,842.79,931.23
199807,324.38,518.10,193.19,338.76,536.18,205.11,337.04,556.29,204.69,334.08,479.67,204.87,303.79,453.50,182.71,243.99,395.50,141.62,   nan,   nan,   nan,   nan,   nan,   nan,920.11,860.72,969.75
199808,287.15,457.27,171.50,299.52,472.73,181.77,295.81,488.26,179.64,299.74,425.06,187.73,272.27,401.99,167.35,218.05,350.79,129.48,   nan,   nan,   nan,   nan,   nan,   nan,814.42,759.53,860.69
199809,271.69,430.60,162.98,284.23,446.93,173.02,279.72,456.77,170.89,286.40,406.63,179.03,257.80,380.47,158.58,201.49,324.11,119.67,   nan,   nan,   nan,   nan,   nan,   nan,771.49,716.47,818.37
199810,266.67,432.69,156.43,279.60,452.70,166.08,274.99,469.74,163.70,282.08,404.90,173.06,252.47,375.41,153.04,194.22,313.02,114.70,   nan,   nan,   nan,   nan,   nan,   nan,757.65,721.69,785.49
199811,293.37,473.22,173.08,306.98,492.59,183.75,303.63,516.07,181.28,306.30,435.72,190.84,276.31,409.07,168.93,217.21,351.17,127.10,   nan,   nan,   nan,   nan,   nan,   nan,832.85,787.73,869.08
199812,281.11,453.74,165.74,294.48,474.11,175.77,291.34,501.35,172.67,293.67,414.82,185.17,264.21,388.05,164.06,206.20,330.40,123.89,   nan,   nan,   nan,   nan,   nan,   nan,798.89,757.29,831.95
199901,289.00,467.89,169.90,302.55,489.06,179.99,300.42,522.06,177.05,299.51,423.17,188.79,270.42,396.95,168.09,213.18,340.12,130.01,   nan,   nan,   nan,   nan,   nan,   nan,821.42,781.36,852.75
199902,287.83,463.12,170.21,300.85,483.33,179.88,298.78,515.24,176.86,297.72,418.90,188.94,269.90,393.86,169.73,215.26,339.24,136.83,   nan,   nan,   nan,   nan,   nan,   nan,816.93,771.57,853.51
199903,326.43,525.62,192.90,341.06,549.09,203.57,339.43,590.06,199.99,336.08,471.34,214.41,305.32,443.69,193.52,244.91,383.21,159.36,   nan,   nan,   nan,   nan,   nan,   nan,926.26,875.74,966.83
199904,342.87,554.53,201.77,356.42,574.24,212.61,353.60,611.44,208.99,353.45,498.34,223.53,324.61,475.03,202.98,268.21,421.90,171.59,   nan,   nan,   nan,   nan,   nan,   nan,970.42,920.00,1010.46
199905,334.10,533.95,198.82,347.74,552.44,209.81,344.97,583.34,206.49,344.88,484.16,219.66,315.76,460.81,198.51,258.74,407.90,164.34,   nan,   nan,   nan,   nan,   nan,   nan,946.45,886.42,996.15
199906,366.67,574.31,222.24,379.85,589.52,233.47,380.12,634.94,229.10,370.11,504.56,246.86,344.49,490.88,226.46,294.73,455.13,199.68,   nan,   nan,   nan,   nan,   nan,   nan,1036.26,948.84,1112.11
199907,382.94,595.56,233.58,397.83,613.38,245.76,403.28,679.95,241.79,377.28,506.25,257.62,351.35,495.41,235.33,301.01,464.80,203.95,   nan,   nan,   nan,   nan,   nan,   nan,1082.99,984.67,1169.14
199908,373.80,583.59,227.22,387.06,600.26,238.03,385.45,659.06,229.27,380.91,501.57,267.13,353.94,490.03,244.58,301.54,458.26,213.92,   nan,   nan,   nan,   nan,   nan,   nan,1055.79,963.42,1136.32
199909,384.53,593.53,236.10,399.03,613.55,247.01,400.51,679.53,239.29,386.39,506.99,272.30,358.77,492.54,251.36,305.06,455.34,227.15,   nan,   nan,   nan,   nan,   nan,   nan,1087.00,981.07,1180.60
199910,393.47,591.26,247.14,410.73,615.91,259.05,413.88,678.39,252.04,394.50,512.57,281.72,361.69,489.73,259.03,297.52,437.12,230.50,   nan,   nan,   nan,   nan,   nan,   nan,1114.55,979.97,1236.10
199911,410.74,588.64,267.86,431.00,618.59,280.32,444.88,717.54,273.25,392.84,479.77,303.01,360.47,460.93,280.53,297.19,416.29,256.36,   nan,   nan,   nan,   nan,   nan,   nan,1166.76,978.46,1340.69
199912,436.44,590.57,296.69,462.26,627.13,311.81,486.60,759.72,303.88,402.41,455.18,337.24,364.49,437.31,307.54,290.05,394.95,264.80,100.00,100.00,100.00,100.00,100.00,100.00,1244.83,986.59,1486.98
200001,433.79,606.08,286.75,457.46,641.89,300.52,472.28,760.61,289.41,420.31,483.95,342.59,380.57,462.39,313.67,302.51,412.26,275.45,104.09,104.28,103.61,104.59,104.52,104.93,1235.66,1011.95,1435.76
